pet_id,pet_type,Appointment_id,scheduled_day,Appointment_day,Age_of_owner,SMS_Recived,chronic_disease,vaccination_due,severity_level,previous_visits,emergency_case,mobility_issue,No-Show
8608,Cat,50648,2024-02-20,2024-02-22,36,1,1,0,1,0,0,0,No
1474,Dog,50649,2024-01-04,2024-01-06,59,0,1,0,1,4,0,0,No
2024,Bird,50650,2024-01-23,2024-02-03,67,1,0,0,3,3,0,0,No
4560,Bird,50651,2024-03-13,2024-03-15,58,1,0,0,1,6,0,0,No
2876,Dog,50652,2024-03-21,2024-04-03,41,1,0,1,1,7,0,0,No
5808,Cat,50653,2024-01-27,2024-02-06,60,1,0,0,2,0,0,0,No
3977,Cat,50654,2024-02-15,2024-02-20,70,1,0,1,2,7,0,0,No
3079,Rabbit,50655,2024-03-22,2024-04-01,61,1,0,1,1,9,0,0,Yes
6651,Rabbit,50656,2024-01-07,2024-01-18,63,0,0,1,1,6,0,0,Yes
2031,Cat,50657,2024-01-20,2024-01-24,29,1,0,0,1,5,0,0,No
2422,Cat,50658,2024-01-23,2024-01-30,55,1,0,0,1,7,0,0,No
5365,Dog,50659,2024-02-21,2024-03-04,61,0,0,1,1,8,0,0,Yes
3550,Dog,50660,2024-03-29,2024-04-10,34,1,0,1,1,8,0,0,No
4733,Bird,50661,2024-01-17,2024-01-18,32,1,0,1,2,8,1,0,No
5718,Rabbit,50662,2024-01-03,2024-01-06,63,1,0,0,1,3,0,0,Yes
6889,Cat,50663,2024-01-17,2024-01-29,20,0,0,0,1,9,0,0,No
6100,Dog,50664,2024-01-09,2024-01-20,19,1,0,0,3,9,0,0,No
8602,Dog,50665,2024-02-20,2024-03-04,37,1,0,0,2,0,0,0,No
4799,Cat,50666,2024-03-10,2024-03-14,37,1,1,0,2,4,0,0,No
2602,Dog,50667,2024-01-08,2024-01-14,25,1,1,0,2,1,0,0,No
6676,Dog,50668,2024-03-05,2024-03-19,38,1,0,0,2,1,0,0,Yes
5259,Cat,50669,2024-02-07,2024-02-21,73,0,0,1,2,3,1,0,No
8087,Cat,50670,2024-02-26,2024-03-01,39,1,0,1,1,1,0,0,No
1047,Dog,50671,2024-02-17,2024-03-02,24,1,0,1,1,9,0,0,No
8386,Bird,50672,2024-03-19,2024-03-30,46,1,0,1,2,3,1,0,Yes
1624,Cat,50673,2024-01-02,2024-01-11,28,1,0,1,1,5,0,0,No
8364,Cat,50674,2024-03-29,2024-04-03,68,1,1,0,1,1,0,0,No
5424,Cat,50675,2024-01-16,2024-01-25,39,1,1,1,2,1,0,0,Yes
6734,Bird,50676,2024-02-18,2024-03-03,59,0,0,0,2,1,1,0,No
8250,Dog,50677,2024-02-10,2024-02-20,64,0,0,0,2,4,1,0,Yes
7953,Rabbit,50678,2024-01-03,2024-01-07,57,1,0,0,1,6,0,0,No
1883,Dog,50679,2024-03-12,2024-03-18,63,1,0,1,1,8,0,0,No
1892,Cat,50680,2024-03-17,2024-03-18,44,0,0,0,1,9,1,0,No
9535,Dog,50681,2024-02-22,2024-02-27,37,1,1,0,1,5,0,0,No
5148,Bird,50682,2024-03-19,2024-04-02,28,1,0,1,1,5,0,0,Yes
8921,Dog,50683,2024-01-06,2024-01-16,40,1,1,0,1,6,0,0,No
1100,Cat,50684,2024-03-25,2024-04-06,56,1,0,1,2,5,0,0,Yes
2397,Dog,50685,2024-01-10,2024-01-12,26,1,0,0,2,5,0,0,No
3331,Bird,50686,2024-01-10,2024-01-19,62,1,0,0,1,7,0,0,No
4404,Cat,50687,2024-03-02,2024-03-09,30,0,0,1,1,2,0,0,Yes
2047,Cat,50688,2024-03-30,2024-03-31,66,1,0,0,3,8,0,0,No
1420,Dog,50689,2024-02-11,2024-02-17,69,0,0,1,1,2,0,0,No
2914,Dog,50690,2024-02-02,2024-02-16,68,1,0,0,1,5,0,0,Yes
6550,Cat,50691,2024-03-05,2024-03-06,63,1,0,1,2,4,0,0,No
7832,Cat,50692,2024-03-18,2024-03-26,39,1,0,0,1,8,0,0,No
7004,Dog,50693,2024-02-15,2024-02-27,24,0,0,1,1,2,0,0,No
5707,Dog,50694,2024-01-09,2024-01-19,50,1,0,0,3,1,0,0,No
6556,Dog,50695,2024-01-24,2024-02-03,43,1,0,0,1,5,0,0,No
7031,Cat,50696,2024-03-10,2024-03-17,73,1,1,0,1,0,0,0,No
5569,Dog,50697,2024-01-08,2024-01-18,50,1,0,0,2,3,0,0,Yes
3095,Rabbit,50698,2024-02-14,2024-02-26,61,1,1,1,1,1,0,0,No
9192,Rabbit,50699,2024-02-07,2024-02-15,18,1,0,1,2,6,0,0,Yes
4992,Dog,50700,2024-02-01,2024-02-08,63,0,1,0,1,4,0,0,No
9103,Rabbit,50701,2024-02-09,2024-02-12,66,0,0,0,3,1,0,0,Yes
2164,Dog,50702,2024-03-30,2024-04-05,37,0,0,0,1,2,0,0,No
1977,Dog,50703,2024-03-13,2024-03-27,31,1,0,0,1,2,1,1,No
1334,Cat,50704,2024-02-17,2024-02-22,66,1,1,0,2,8,0,0,No
8998,Cat,50705,2024-02-01,2024-02-04,66,1,0,0,2,2,0,0,No
8042,Dog,50706,2024-02-26,2024-02-29,61,1,0,1,1,2,0,1,No
5608,Cat,50707,2024-02-10,2024-02-13,60,1,0,1,1,4,0,0,No
6701,Rabbit,50708,2024-01-31,2024-02-11,27,1,0,1,1,3,0,0,Yes
2269,Bird,50709,2024-01-20,2024-01-29,57,0,0,0,1,5,0,0,Yes
4174,Rabbit,50710,2024-03-13,2024-03-16,40,1,0,0,2,9,0,0,No
7465,Cat,50711,2024-01-03,2024-01-13,30,1,0,0,1,3,1,0,No
8160,Rabbit,50712,2024-01-28,2024-02-07,23,1,1,1,2,4,0,0,No
9374,Cat,50713,2024-03-23,2024-04-01,50,1,0,0,1,6,0,0,No
3728,Cat,50714,2024-02-28,2024-03-06,22,1,1,0,3,0,0,0,No
3759,Dog,50715,2024-03-17,2024-03-22,70,1,0,0,1,4,0,0,No
4179,Bird,50716,2024-01-03,2024-01-17,62,0,0,0,1,2,0,0,Yes
9158,Bird,50717,2024-01-06,2024-01-20,65,1,0,1,1,3,0,0,No
8733,Dog,50718,2024-01-14,2024-01-28,29,1,0,0,1,6,0,0,Yes
8318,Dog,50719,2024-03-29,2024-04-05,53,1,0,0,1,0,0,0,No
3500,Bird,50720,2024-03-27,2024-03-31,72,1,1,0,3,3,0,0,No
7009,Cat,50721,2024-01-20,2024-01-26,56,1,0,0,1,9,0,0,No
3531,Dog,50722,2024-03-10,2024-03-16,23,1,1,0,1,9,0,0,No
2725,Rabbit,50723,2024-02-03,2024-02-04,71,1,0,0,1,5,0,0,No
6314,Cat,50724,2024-03-07,2024-03-14,60,0,0,0,1,1,0,0,No
8142,Rabbit,50725,2024-01-21,2024-01-29,36,1,0,0,1,6,0,0,No
5983,Bird,50726,2024-03-24,2024-03-31,59,1,1,0,2,1,0,0,No
8762,Dog,50727,2024-02-07,2024-02-08,56,1,0,0,2,8,0,0,No
6379,Rabbit,50728,2024-02-13,2024-02-14,46,0,0,0,2,4,0,0,No
5476,Cat,50729,2024-03-09,2024-03-15,50,1,1,1,3,2,0,0,Yes
7649,Dog,50730,2024-03-25,2024-04-07,70,0,0,0,2,8,0,0,Yes
5975,Bird,50731,2024-01-23,2024-02-03,41,1,1,0,2,6,0,0,No
2532,Cat,50732,2024-03-15,2024-03-21,42,0,1,0,1,3,0,0,Yes
1481,Dog,50733,2024-02-07,2024-02-14,33,0,0,0,1,1,0,0,No
6136,Dog,50734,2024-02-05,2024-02-08,34,0,0,0,3,8,0,0,Yes
9025,Rabbit,50735,2024-02-17,2024-02-21,57,1,0,0,1,9,0,0,No
2388,Rabbit,50736,2024-03-21,2024-04-02,32,1,0,1,2,9,0,0,No
6165,Bird,50737,2024-02-03,2024-02-04,61,1,0,0,1,5,0,0,Yes
1503,Cat,50738,2024-01-13,2024-01-20,32,1,1,1,1,0,0,0,No
9357,Dog,50739,2024-03-11,2024-03-25,72,0,1,1,1,4,0,0,Yes
9975,Dog,50740,2024-03-23,2024-03-31,18,1,1,0,2,4,1,0,No
1642,Bird,50741,2024-03-27,2024-04-09,34,1,0,0,2,3,0,0,No
4418,Cat,50742,2024-01-19,2024-01-20,57,0,0,0,1,0,0,0,Yes
7779,Cat,50743,2024-03-13,2024-03-25,23,1,0,1,2,9,0,0,Yes
4542,Cat,50744,2024-02-04,2024-02-09,53,1,0,1,1,0,1,0,No
5030,Cat,50745,2024-01-06,2024-01-11,67,1,0,0,1,3,0,0,No
2035,Cat,50746,2024-02-01,2024-02-12,55,1,0,0,1,9,0,0,No
9708,Rabbit,50747,2024-02-07,2024-02-08,46,1,0,0,2,8,0,0,No
2077,Dog,50748,2024-03-27,2024-04-03,46,1,1,0,1,4,0,0,No
9696,Dog,50749,2024-02-13,2024-02-21,36,1,0,0,1,0,0,0,No
5629,Dog,50750,2024-02-08,2024-02-15,69,1,1,0,1,0,0,0,No
1384,Cat,50751,2024-02-13,2024-02-25,19,1,0,0,2,0,0,0,No
7825,Cat,50752,2024-02-19,2024-02-28,55,1,0,0,1,8,0,0,No
9959,Cat,50753,2024-01-04,2024-01-17,32,1,0,0,1,5,1,0,No
1901,Rabbit,50754,2024-03-10,2024-03-11,28,1,0,0,1,5,0,0,No
3844,Cat,50755,2024-01-05,2024-01-08,25,0,0,1,1,3,0,0,No
1811,Dog,50756,2024-01-15,2024-01-24,67,1,0,1,2,9,0,0,No
7461,Dog,50757,2024-01-21,2024-01-30,74,1,0,0,1,4,1,0,No
7380,Cat,50758,2024-02-16,2024-02-20,48,1,0,0,1,1,0,0,No
3268,Bird,50759,2024-01-28,2024-02-01,19,1,0,0,2,6,0,0,No
3349,Dog,50760,2024-01-10,2024-01-15,70,1,0,0,2,2,0,0,No
8116,Rabbit,50761,2024-02-06,2024-02-14,27,1,1,0,1,8,0,0,No
4319,Cat,50762,2024-03-23,2024-04-03,50,1,0,0,2,5,0,0,Yes
9808,Rabbit,50763,2024-01-15,2024-01-17,20,1,0,0,1,4,0,0,No
3589,Dog,50764,2024-02-08,2024-02-11,59,0,1,0,1,0,0,0,No
3702,Cat,50765,2024-01-16,2024-01-22,35,1,0,0,1,5,0,0,No
1129,Bird,50766,2024-03-14,2024-03-25,54,1,0,0,1,6,0,0,Yes
6641,Cat,50767,2024-02-01,2024-02-15,43,1,0,0,3,8,0,0,No
4473,Cat,50768,2024-03-12,2024-03-25,47,0,1,0,3,6,0,0,No
2263,Cat,50769,2024-02-17,2024-03-02,72,1,0,0,2,9,0,0,Yes
3998,Dog,50770,2024-02-27,2024-03-07,60,1,0,0,1,2,0,0,Yes
1909,Dog,50771,2024-03-01,2024-03-11,56,0,0,0,2,8,0,0,Yes
5901,Cat,50772,2024-03-18,2024-03-31,35,1,0,1,1,6,0,0,No
7768,Dog,50773,2024-02-10,2024-02-24,19,1,0,0,2,1,0,0,No
2581,Dog,50774,2024-03-16,2024-03-24,52,0,0,0,2,2,0,0,No
2778,Cat,50775,2024-01-06,2024-01-12,66,1,0,0,1,8,0,0,No
6662,Dog,50776,2024-01-05,2024-01-06,58,1,0,0,1,7,0,0,No
9001,Bird,50777,2024-02-21,2024-03-02,58,0,1,1,1,5,0,0,Yes
5858,Dog,50778,2024-01-13,2024-01-23,68,1,1,0,1,7,0,0,No
4844,Dog,50779,2024-01-30,2024-02-01,36,1,0,1,3,6,0,0,No
8933,Dog,50780,2024-02-06,2024-02-16,26,1,0,0,1,1,0,1,No
3606,Cat,50781,2024-02-09,2024-02-12,57,0,1,0,1,3,0,0,No
4130,Dog,50782,2024-02-23,2024-03-04,57,1,0,0,1,2,0,0,No
2807,Cat,50783,2024-02-01,2024-02-03,54,1,0,0,1,5,0,0,No
8643,Cat,50784,2024-03-01,2024-03-12,52,1,0,1,2,9,0,0,No
9364,Cat,50785,2024-01-22,2024-01-31,30,1,0,0,2,7,1,0,No
1205,Cat,50786,2024-03-24,2024-03-29,62,1,0,0,1,4,0,0,No
8181,Cat,50787,2024-02-28,2024-03-04,39,1,0,1,1,0,0,0,No
8648,Cat,50788,2024-02-15,2024-02-27,50,1,0,1,1,8,0,0,Yes
2579,Dog,50789,2024-03-14,2024-03-24,46,1,0,0,1,0,0,0,No
4625,Dog,50790,2024-02-03,2024-02-07,66,0,0,1,1,6,0,0,Yes
4624,Bird,50791,2024-01-04,2024-01-10,44,1,0,1,1,7,0,0,No
1840,Dog,50792,2024-03-19,2024-03-28,65,1,1,1,2,6,0,0,No
8806,Dog,50793,2024-01-08,2024-01-22,67,1,1,0,1,5,0,0,No
3758,Rabbit,50794,2024-03-05,2024-03-17,20,1,0,0,1,2,0,0,No
8837,Dog,50795,2024-03-03,2024-03-09,48,1,1,0,2,7,0,0,No
3012,Rabbit,50796,2024-02-01,2024-02-09,52,0,0,0,2,4,0,0,No
5961,Bird,50797,2024-02-17,2024-02-21,69,1,1,0,1,7,0,0,No
9249,Cat,50798,2024-02-19,2024-02-28,22,1,0,0,1,1,0,0,No
2006,Cat,50799,2024-01-15,2024-01-25,54,1,0,1,1,8,0,0,No
1347,Cat,50800,2024-02-03,2024-02-06,56,1,0,0,1,7,1,0,No
8087,Cat,50801,2024-01-31,2024-02-10,29,1,0,1,1,2,1,0,No
5884,Cat,50802,2024-03-13,2024-03-17,69,0,0,0,2,5,0,0,No
6178,Dog,50803,2024-03-29,2024-04-11,70,0,0,1,2,6,0,0,Yes
1068,Dog,50804,2024-03-20,2024-03-31,72,1,0,1,1,2,0,0,Yes
7898,Dog,50805,2024-03-02,2024-03-09,32,1,1,0,3,6,0,0,No
5208,Cat,50806,2024-01-21,2024-01-27,56,1,0,0,1,3,0,0,No
1883,Dog,50807,2024-03-05,2024-03-08,74,1,0,1,2,3,0,0,No
2657,Dog,50808,2024-02-11,2024-02-24,19,0,0,0,1,4,0,0,No
9261,Dog,50809,2024-01-18,2024-01-30,31,1,0,0,1,3,0,0,No
3502,Rabbit,50810,2024-02-06,2024-02-12,23,0,0,0,3,9,0,0,No
2979,Dog,50811,2024-01-19,2024-02-02,42,0,0,0,1,3,0,0,Yes
8348,Cat,50812,2024-03-23,2024-04-05,67,1,1,0,1,2,0,0,Yes
9884,Cat,50813,2024-01-01,2024-01-03,53,1,0,1,2,6,0,0,No
1545,Cat,50814,2024-02-23,2024-02-28,60,1,1,0,1,8,0,0,Yes
2260,Dog,50815,2024-03-02,2024-03-14,63,1,0,0,2,6,0,0,No
2610,Dog,50816,2024-01-13,2024-01-19,54,1,0,0,2,6,0,0,No
9251,Dog,50817,2024-03-12,2024-03-20,49,0,1,1,2,0,0,0,Yes
4868,Cat,50818,2024-03-16,2024-03-18,52,1,0,1,2,6,0,0,No
1826,Cat,50819,2024-02-11,2024-02-25,49,1,0,0,1,7,0,1,No
5245,Cat,50820,2024-02-07,2024-02-15,35,0,0,1,1,4,0,0,No
1035,Cat,50821,2024-02-05,2024-02-10,33,1,0,1,2,2,0,0,No
9678,Dog,50822,2024-02-01,2024-02-09,18,1,0,0,1,4,0,0,Yes
6554,Cat,50823,2024-01-03,2024-01-05,42,0,1,0,1,2,0,0,Yes
4430,Cat,50824,2024-02-19,2024-02-28,26,1,0,0,1,9,0,0,No
7199,Cat,50825,2024-02-19,2024-03-01,19,0,0,1,1,6,0,0,Yes
2923,Rabbit,50826,2024-01-16,2024-01-29,70,1,0,1,2,7,0,0,No
3320,Bird,50827,2024-01-03,2024-01-05,64,1,0,1,2,4,0,0,No
1162,Rabbit,50828,2024-02-20,2024-02-21,21,0,1,0,1,8,0,0,No
2817,Cat,50829,2024-03-05,2024-03-17,44,1,1,0,1,6,0,0,No
1965,Rabbit,50830,2024-03-26,2024-04-04,52,1,1,0,2,7,0,0,No
3038,Cat,50831,2024-02-14,2024-02-16,23,0,0,0,2,0,0,0,Yes
3295,Dog,50832,2024-02-25,2024-03-03,61,1,0,0,2,7,0,0,No
4543,Rabbit,50833,2024-03-15,2024-03-21,37,0,0,0,1,6,0,0,No
2341,Dog,50834,2024-01-08,2024-01-17,60,0,0,1,1,6,0,0,No
1520,Dog,50835,2024-03-17,2024-03-27,46,0,0,0,2,9,0,0,Yes
5531,Dog,50836,2024-01-04,2024-01-07,52,1,1,0,2,1,0,0,No
6893,Rabbit,50837,2024-01-21,2024-01-25,45,0,0,1,1,4,0,0,Yes
1132,Dog,50838,2024-01-22,2024-02-05,57,0,1,0,1,9,1,0,No
5591,Rabbit,50839,2024-01-26,2024-02-03,20,1,0,0,1,4,0,0,No
6299,Cat,50840,2024-01-23,2024-02-04,43,1,0,0,1,7,0,0,Yes
6922,Dog,50841,2024-03-21,2024-03-24,56,1,1,0,2,8,0,0,Yes
5185,Bird,50842,2024-03-18,2024-03-24,44,1,1,0,1,0,0,0,No
2028,Dog,50843,2024-02-24,2024-02-25,71,1,1,0,1,8,0,0,No
9577,Bird,50844,2024-03-06,2024-03-08,27,1,0,0,1,6,0,0,No
5315,Dog,50845,2024-03-08,2024-03-21,50,1,0,1,1,3,0,0,Yes
4127,Cat,50846,2024-01-05,2024-01-13,64,1,0,1,1,2,0,0,No
9808,Cat,50847,2024-03-27,2024-04-07,56,1,1,1,2,0,0,0,No
9364,Cat,50848,2024-03-10,2024-03-23,23,1,1,0,2,2,0,0,Yes
4537,Cat,50849,2024-02-18,2024-03-02,69,1,0,0,1,2,0,0,Yes
2966,Bird,50850,2024-01-28,2024-01-30,19,0,0,0,2,3,0,0,Yes
7631,Rabbit,50851,2024-03-07,2024-03-16,51,0,0,0,1,9,0,0,Yes
6904,Dog,50852,2024-03-20,2024-04-01,65,1,0,0,1,3,1,0,No
4683,Dog,50853,2024-02-11,2024-02-15,27,1,0,0,1,5,0,0,No
1556,Rabbit,50854,2024-03-29,2024-04-01,18,1,0,1,1,0,1,0,No
3733,Dog,50855,2024-03-09,2024-03-17,51,1,0,0,2,7,0,0,No
9978,Cat,50856,2024-01-31,2024-02-11,68,1,0,1,1,9,0,0,No
2740,Cat,50857,2024-02-03,2024-02-10,27,1,0,1,1,0,0,0,No
5073,Dog,50858,2024-02-12,2024-02-17,41,1,0,0,1,0,0,0,No
1316,Cat,50859,2024-03-08,2024-03-19,44,1,0,0,2,9,0,0,Yes
9479,Dog,50860,2024-02-10,2024-02-20,52,0,0,1,1,6,0,0,No
5822,Cat,50861,2024-03-01,2024-03-11,52,0,0,0,1,4,0,0,Yes
8374,Dog,50862,2024-01-26,2024-01-31,58,0,0,1,1,8,0,0,Yes
9073,Cat,50863,2024-01-13,2024-01-15,30,0,0,0,2,7,0,1,Yes
4118,Bird,50864,2024-02-28,2024-03-10,73,1,0,0,1,6,0,0,Yes
8814,Dog,50865,2024-03-07,2024-03-17,37,1,0,0,2,9,0,0,Yes
5873,Dog,50866,2024-03-25,2024-04-06,40,1,0,0,1,9,0,0,Yes
1048,Dog,50867,2024-02-28,2024-03-01,38,0,1,0,1,2,0,0,Yes
7648,Rabbit,50868,2024-03-08,2024-03-21,26,1,0,1,1,1,0,0,No
8363,Bird,50869,2024-01-04,2024-01-15,49,1,0,0,2,2,0,0,No
8616,Cat,50870,2024-01-04,2024-01-09,70,1,0,0,2,9,0,0,No
2927,Dog,50871,2024-01-02,2024-01-03,74,1,0,0,1,8,0,0,No
6212,Bird,50872,2024-03-07,2024-03-10,61,1,0,0,2,4,0,0,No
9844,Dog,50873,2024-03-21,2024-03-31,70,0,0,0,1,7,0,0,No
3420,Cat,50874,2024-03-10,2024-03-21,68,1,1,0,1,1,0,0,Yes
6142,Dog,50875,2024-02-22,2024-02-27,53,1,0,0,1,6,0,0,No
9313,Dog,50876,2024-01-16,2024-01-30,72,0,0,0,1,7,0,0,No
1094,Cat,50877,2024-02-17,2024-02-29,34,1,0,0,1,2,0,0,Yes
4214,Dog,50878,2024-01-17,2024-01-30,52,1,0,0,1,4,0,0,No
3517,Cat,50879,2024-01-03,2024-01-15,59,1,1,0,1,9,0,0,No
3672,Dog,50880,2024-02-05,2024-02-14,57,1,0,0,2,4,0,0,No
7284,Cat,50881,2024-01-05,2024-01-19,31,1,1,0,1,7,0,0,No
3533,Dog,50882,2024-02-15,2024-02-18,71,1,0,0,1,4,0,0,Yes
5468,Cat,50883,2024-02-09,2024-02-21,35,1,1,0,1,7,0,0,No
4523,Cat,50884,2024-01-31,2024-02-03,54,0,0,0,1,8,0,0,No
3068,Dog,50885,2024-02-03,2024-02-10,71,1,0,1,1,7,0,0,No
5691,Dog,50886,2024-03-13,2024-03-15,60,1,0,0,1,4,0,0,No
7934,Dog,50887,2024-03-13,2024-03-27,35,1,0,1,3,5,0,1,Yes
3235,Dog,50888,2024-01-27,2024-01-31,73,1,1,0,1,9,0,1,No
2303,Cat,50889,2024-03-06,2024-03-11,23,1,0,1,1,2,0,0,No
1420,Cat,50890,2024-01-23,2024-01-24,46,1,0,1,1,7,0,0,No
8113,Dog,50891,2024-02-15,2024-02-23,49,1,0,0,1,4,0,0,No
6525,Rabbit,50892,2024-01-26,2024-01-31,21,0,0,0,1,2,0,0,Yes
6576,Dog,50893,2024-03-23,2024-04-06,51,1,0,0,2,7,0,0,No
8509,Bird,50894,2024-03-19,2024-03-21,41,1,0,0,1,8,0,0,No
8050,Cat,50895,2024-01-02,2024-01-12,73,0,0,0,2,5,0,0,Yes
1057,Cat,50896,2024-02-15,2024-02-28,64,1,0,0,1,5,0,0,No
9952,Cat,50897,2024-01-12,2024-01-19,40,1,0,0,3,7,0,0,Yes
6724,Cat,50898,2024-01-24,2024-02-01,59,0,0,0,1,6,0,1,No
1321,Cat,50899,2024-03-03,2024-03-04,43,0,0,0,1,4,0,0,Yes
3348,Dog,50900,2024-01-06,2024-01-15,51,1,0,0,1,7,0,0,Yes
7559,Rabbit,50901,2024-02-25,2024-03-08,45,1,0,0,2,9,0,0,No
5238,Dog,50902,2024-02-29,2024-03-09,49,1,0,0,2,3,0,0,No
8535,Cat,50903,2024-03-15,2024-03-29,72,0,0,0,1,8,0,0,No
9596,Dog,50904,2024-02-12,2024-02-24,55,0,1,0,1,2,0,0,Yes
5869,Dog,50905,2024-02-06,2024-02-07,22,1,0,0,1,8,1,0,No
5727,Cat,50906,2024-02-23,2024-02-27,72,0,0,0,1,1,0,0,No
9614,Dog,50907,2024-01-16,2024-01-18,45,0,0,0,1,8,0,0,No
6499,Cat,50908,2024-03-26,2024-04-07,53,0,0,0,1,6,0,0,No
8083,Rabbit,50909,2024-03-04,2024-03-05,37,1,0,0,1,2,0,0,No
9949,Bird,50910,2024-01-31,2024-02-12,33,1,0,0,3,3,0,0,No
6588,Dog,50911,2024-02-12,2024-02-22,23,0,0,0,1,9,0,0,Yes
6847,Bird,50912,2024-02-18,2024-03-01,45,1,0,1,2,4,0,0,Yes
9276,Cat,50913,2024-01-25,2024-01-26,43,1,1,0,1,9,0,0,Yes
5051,Dog,50914,2024-03-24,2024-03-31,63,0,0,0,1,0,0,0,No
7774,Cat,50915,2024-01-31,2024-02-06,21,0,0,1,3,6,0,0,No
8268,Cat,50916,2024-01-20,2024-01-25,67,1,0,0,1,9,0,0,No
5008,Cat,50917,2024-01-23,2024-02-05,69,1,0,0,1,8,0,0,No
2268,Cat,50918,2024-01-05,2024-01-19,58,1,1,1,1,1,0,0,No
5982,Cat,50919,2024-02-19,2024-02-24,19,1,0,0,1,5,0,0,No
7049,Cat,50920,2024-02-03,2024-02-08,31,0,1,1,1,9,0,0,Yes
2478,Bird,50921,2024-01-31,2024-02-03,58,1,0,1,2,1,0,0,Yes
6197,Dog,50922,2024-03-15,2024-03-18,27,0,0,0,2,3,0,0,Yes
2400,Dog,50923,2024-03-14,2024-03-23,49,1,0,0,2,2,0,0,No
9230,Cat,50924,2024-02-15,2024-02-23,41,0,0,1,1,2,0,0,Yes
2585,Bird,50925,2024-03-26,2024-04-07,47,1,0,1,3,2,0,0,Yes
4785,Bird,50926,2024-03-03,2024-03-17,45,1,1,0,1,5,1,0,No
5125,Cat,50927,2024-01-27,2024-02-07,20,1,0,1,2,7,1,0,No
5362,Dog,50928,2024-02-09,2024-02-12,74,0,0,1,1,6,0,0,No
5069,Dog,50929,2024-02-23,2024-03-01,50,0,0,0,2,2,0,0,Yes
4886,Dog,50930,2024-01-05,2024-01-16,56,1,0,0,2,4,1,0,Yes
7308,Cat,50931,2024-02-05,2024-02-10,60,0,1,0,1,2,0,0,Yes
8161,Cat,50932,2024-03-27,2024-04-06,40,0,0,0,1,7,0,0,Yes
4331,Dog,50933,2024-03-16,2024-03-22,65,1,0,1,1,4,0,0,Yes
9927,Dog,50934,2024-02-02,2024-02-14,29,1,0,0,2,8,0,0,No
1659,Cat,50935,2024-02-08,2024-02-22,69,0,0,1,2,8,0,0,No
7541,Bird,50936,2024-01-27,2024-01-29,39,1,0,0,1,4,0,0,No
3249,Dog,50937,2024-03-19,2024-03-29,27,0,0,1,2,4,0,0,Yes
1384,Rabbit,50938,2024-01-19,2024-01-31,24,1,0,0,1,6,0,0,No
7558,Cat,50939,2024-02-12,2024-02-16,48,1,0,1,1,2,1,0,No
1152,Dog,50940,2024-02-09,2024-02-21,72,1,0,1,1,2,0,0,No
8743,Cat,50941,2024-02-19,2024-03-03,64,1,0,0,1,8,0,0,No
2609,Cat,50942,2024-03-16,2024-03-17,63,0,0,1,1,4,0,0,Yes
5197,Cat,50943,2024-02-04,2024-02-10,59,1,1,1,1,1,1,0,No
5242,Bird,50944,2024-01-16,2024-01-29,29,1,0,1,1,7,0,0,No
7108,Cat,50945,2024-02-14,2024-02-26,29,1,0,0,3,0,0,0,No
8706,Bird,50946,2024-03-05,2024-03-10,67,0,1,0,1,7,0,0,No
3759,Cat,50947,2024-03-02,2024-03-03,62,1,0,0,1,0,0,0,Yes
7111,Dog,50948,2024-01-05,2024-01-19,44,1,0,0,1,1,0,0,No
9917,Cat,50949,2024-02-22,2024-02-23,37,0,0,0,1,3,0,0,Yes
1150,Cat,50950,2024-01-28,2024-02-01,42,0,0,0,1,0,0,0,Yes
2528,Cat,50951,2024-01-22,2024-02-03,66,1,0,0,2,8,0,0,No
3104,Cat,50952,2024-02-18,2024-02-25,49,1,0,1,3,1,0,0,No
8918,Cat,50953,2024-01-28,2024-02-05,36,1,0,1,1,4,0,0,No
9823,Cat,50954,2024-02-02,2024-02-12,50,0,0,0,2,3,0,0,No
4393,Dog,50955,2024-03-14,2024-03-27,43,0,0,1,1,2,0,0,No
7523,Cat,50956,2024-03-18,2024-03-23,34,1,0,0,1,8,0,1,No
6457,Dog,50957,2024-02-17,2024-02-22,40,0,0,0,1,2,0,0,No
7487,Dog,50958,2024-03-10,2024-03-22,68,1,0,1,1,3,0,0,Yes
4852,Dog,50959,2024-03-12,2024-03-16,26,1,0,1,1,7,1,0,No
6499,Cat,50960,2024-03-21,2024-03-29,44,1,0,0,1,0,0,0,Yes
1146,Rabbit,50961,2024-02-12,2024-02-22,42,1,0,1,1,7,0,0,No
3039,Dog,50962,2024-01-29,2024-02-02,21,1,0,0,1,6,0,0,No
9729,Bird,50963,2024-02-01,2024-02-10,52,0,1,0,1,3,0,0,Yes
3978,Cat,50964,2024-02-25,2024-03-10,52,0,1,0,1,7,0,0,Yes
8155,Dog,50965,2024-03-26,2024-04-01,31,1,0,0,1,9,0,0,Yes
4684,Cat,50966,2024-03-15,2024-03-18,61,1,0,1,2,6,0,0,No
3462,Cat,50967,2024-01-30,2024-02-02,72,1,0,0,1,2,0,0,No
6765,Dog,50968,2024-03-16,2024-03-19,60,1,0,0,1,7,0,0,No
2185,Cat,50969,2024-01-26,2024-02-04,50,0,1,0,1,4,0,0,Yes
1448,Dog,50970,2024-01-16,2024-01-18,25,1,0,0,2,2,0,0,No
5585,Cat,50971,2024-03-21,2024-03-29,50,1,0,0,2,8,0,0,No
